"      test"

"Time      "	"part5_q00.Q"	"part5_q01.Q"	"part5_q02.Q"	"part5_q04.Q"	".PART_5.CM_Position.X"	".PART_5.CM_Position.Y"	".PART_5.CM_Position.Z"
2.754207e+00	1.467436e-01	4.673359e-12	-9.891746e-01	3.272862e-12	1.150736e-01	4.500000e-01	1.016085e-01
2.766341e+00	1.406177e-01	4.693500e-12	-9.900640e-01	3.243877e-12	1.138413e-01	4.500000e-01	9.745437e-02
2.778474e+00	1.344871e-01	4.713598e-12	-9.909153e-01	3.214764e-12	1.126608e-01	4.500000e-01	9.328575e-02
2.790607e+00	1.283521e-01	4.733322e-12	-9.917287e-01	3.185532e-12	1.115320e-01	4.500000e-01	8.910330e-02
2.802740e+00	1.222128e-01	4.752999e-12	-9.925039e-01	3.156187e-12	1.104552e-01	4.500000e-01	8.490768e-02
2.814873e+00	1.160695e-01	4.772409e-12	-9.932411e-01	3.126707e-12	1.094305e-01	4.500000e-01	8.069951e-02
2.827006e+00	1.099225e-01	4.791768e-12	-9.939402e-01	3.097129e-12	1.084581e-01	4.500000e-01	7.647947e-02
2.839139e+00	1.037719e-01	4.810635e-12	-9.946011e-01	3.067432e-12	1.075380e-01	4.500000e-01	7.224818e-02
2.851272e+00	9.761811e-02	4.829669e-12	-9.952239e-01	3.037615e-12	1.066705e-01	4.500000e-01	6.800631e-02
2.863405e+00	9.146122e-02	4.848316e-12	-9.958086e-01	3.007695e-12	1.058556e-01	4.500000e-01	6.375451e-02
2.875538e+00	8.530153e-02	4.866795e-12	-9.963552e-01	2.977656e-12	1.050934e-01	4.500000e-01	5.949344e-02
2.887671e+00	7.913926e-02	4.885105e-12	-9.968636e-01	2.947505e-12	1.043841e-01	4.500000e-01	5.522373e-02
2.899804e+00	7.297465e-02	4.903243e-12	-9.973338e-01	2.917253e-12	1.037277e-01	4.500000e-01	5.094606e-02
2.911937e+00	6.680794e-02	4.921208e-12	-9.977659e-01	2.886889e-12	1.031243e-01	4.500000e-01	4.666108e-02
2.924070e+00	6.063937e-02	4.938997e-12	-9.981597e-01	2.856417e-12	1.025740e-01	4.500000e-01	4.236944e-02
2.936204e+00	5.446917e-02	4.956499e-12	-9.985155e-01	2.825839e-12	1.020768e-01	4.500000e-01	3.807181e-02
2.948337e+00	4.829757e-02	4.973933e-12	-9.988330e-01	2.795154e-12	1.016329e-01	4.500000e-01	3.376884e-02
2.960470e+00	4.212481e-02	4.991075e-12	-9.991124e-01	2.764364e-12	1.012421e-01	4.500000e-01	2.946120e-02
2.972603e+00	3.595114e-02	5.008146e-12	-9.993535e-01	2.733479e-12	1.009047e-01	4.500000e-01	2.514953e-02
2.984736e+00	2.977678e-02	5.024922e-12	-9.995566e-01	2.702489e-12	1.006207e-01	4.500000e-01	2.083450e-02
2.996869e+00	2.360197e-02	5.041400e-12	-9.997214e-01	2.671402e-12	1.003899e-01	4.500000e-01	1.651677e-02
3.009002e+00	1.742694e-02	5.057913e-12	-9.998481e-01	2.640215e-12	1.002126e-01	4.500000e-01	1.219701e-02
3.021135e+00	1.125194e-02	5.074125e-12	-9.999367e-01	2.608931e-12	1.000886e-01	4.500000e-01	7.875859e-03
3.033268e+00	5.077195e-03	5.090146e-12	-9.999871e-01	2.577551e-12	1.000180e-01	4.500000e-01	3.553991e-03
3.045401e+00	1.097056e-03	-5.105851e-12	9.999994e-01	-2.546076e-12	1.000008e-01	4.500000e-01	-7.679390e-04
3.057534e+00	7.270580e-03	-5.121484e-12	9.999736e-01	-2.514508e-12	1.000370e-01	4.500000e-01	-5.089272e-03
3.069667e+00	1.344314e-02	-5.136921e-12	9.999096e-01	-2.482847e-12	1.001265e-01	4.500000e-01	-9.409349e-03
3.081800e+00	1.961450e-02	-5.152159e-12	9.998076e-01	-2.451095e-12	1.002693e-01	4.500000e-01	-1.372751e-02
3.093933e+00	2.578444e-02	-5.167197e-12	9.996675e-01	-2.419252e-12	1.004654e-01	4.500000e-01	-1.804310e-02
3.106067e+00	3.195270e-02	-5.182033e-12	9.994894e-01	-2.387321e-12	1.007147e-01	4.500000e-01	-2.235547e-02
3.118200e+00	3.811906e-02	-5.196666e-12	9.992732e-01	-2.355306e-12	1.010171e-01	4.500000e-01	-2.666395e-02
3.130333e+00	4.428329e-02	-5.211094e-12	9.990190e-01	-2.323201e-12	1.013727e-01	4.500000e-01	-3.096789e-02
3.142466e+00	5.044515e-02	-5.225315e-12	9.987268e-01	-2.291011e-12	1.017813e-01	4.500000e-01	-3.526665e-02
3.154599e+00	5.660440e-02	-5.239438e-12	9.983967e-01	-2.258740e-12	1.022428e-01	4.500000e-01	-3.955955e-02
3.166732e+00	6.276082e-02	-5.253240e-12	9.980286e-01	-2.226389e-12	1.027572e-01	4.500000e-01	-4.384597e-02
3.178865e+00	6.891417e-02	-5.266831e-12	9.976226e-01	-2.193950e-12	1.033244e-01	4.500000e-01	-4.812523e-02
3.190998e+00	7.506422e-02	-5.280208e-12	9.971787e-01	-2.161430e-12	1.039442e-01	4.500000e-01	-5.239671e-02
3.203131e+00	8.121073e-02	-5.293370e-12	9.966970e-01	-2.128843e-12	1.046166e-01	4.500000e-01	-5.665974e-02
3.215264e+00	8.735348e-02	-5.306537e-12	9.961774e-01	-2.096175e-12	1.053414e-01	4.500000e-01	-6.091369e-02
3.227397e+00	9.349222e-02	-5.319375e-12	9.956200e-01	-2.063426e-12	1.061186e-01	4.500000e-01	-6.515791e-02
3.239530e+00	9.962674e-02	-5.331882e-12	9.950249e-01	-2.030606e-12	1.069478e-01	4.500000e-01	-6.939176e-02
3.251663e+00	1.057568e-01	-5.344278e-12	9.943920e-01	-1.997711e-12	1.078291e-01	4.500000e-01	-7.361459e-02
3.263796e+00	1.118821e-01	-5.356561e-12	9.937215e-01	-1.964732e-12	1.087623e-01	4.500000e-01	-7.782578e-02
3.275930e+00	1.180026e-01	-5.368509e-12	9.930133e-01	-1.931704e-12	1.097472e-01	4.500000e-01	-8.202469e-02
3.288063e+00	1.241178e-01	-5.380340e-12	9.922675e-01	-1.898588e-12	1.107837e-01	4.500000e-01	-8.621067e-02
3.300196e+00	1.302277e-01	-5.391944e-12	9.914841e-01	-1.865424e-12	1.118715e-01	4.500000e-01	-9.038311e-02
3.312329e+00	1.363320e-01	-5.403317e-12	9.906632e-01	-1.832170e-12	1.130105e-01	4.500000e-01	-9.454137e-02
3.324462e+00	1.424304e-01	-5.414570e-12	9.898048e-01	-1.798866e-12	1.142005e-01	4.500000e-01	-9.868483e-02
3.336595e+00	1.485228e-01	-5.425479e-12	9.889090e-01	-1.765497e-12	1.154413e-01	4.500000e-01	-1.028129e-01
3.348728e+00	1.546088e-01	-5.436264e-12	9.879758e-01	-1.732054e-12	1.167327e-01	4.500000e-01	-1.069248e-01
3.360861e+00	1.606883e-01	-5.446812e-12	9.870052e-01	-1.698563e-12	1.180745e-01	4.500000e-01	-1.110202e-01
3.372994e+00	1.667611e-01	-5.457123e-12	9.859973e-01	-1.664982e-12	1.194665e-01	4.500000e-01	-1.150982e-01
3.385127e+00	1.728269e-01	-5.467304e-12	9.849522e-01	-1.631371e-12	1.209084e-01	4.500000e-01	-1.191583e-01
3.397260e+00	1.788854e-01	-5.477244e-12	9.838699e-01	-1.597679e-12	1.224000e-01	4.500000e-01	-1.232000e-01
3.409393e+00	1.849365e-01	-5.486942e-12	9.827505e-01	-1.563969e-12	1.239411e-01	4.500000e-01	-1.272225e-01
3.421526e+00	1.909799e-01	-5.496505e-12	9.815939e-01	-1.530159e-12	1.255313e-01	4.500000e-01	-1.312253e-01
3.433659e+00	1.970155e-01	-5.505822e-12	9.804004e-01	-1.496340e-12	1.271706e-01	4.500000e-01	-1.352078e-01
3.445793e+00	2.030429e-01	-5.514891e-12	9.791698e-01	-1.462431e-12	1.288585e-01	4.500000e-01	-1.391694e-01
3.457926e+00	2.090620e-01	-5.523821e-12	9.779024e-01	-1.428493e-12	1.305948e-01	4.500000e-01	-1.431095e-01
3.470059e+00	2.150725e-01	-5.532500e-12	9.765981e-01	-1.394490e-12	1.323793e-01	4.500000e-01	-1.470275e-01
3.482192e+00	2.210742e-01	-5.541036e-12	9.752570e-01	-1.360434e-12	1.342116e-01	4.500000e-01	-1.509229e-01
3.494325e+00	2.270668e-01	-5.549210e-12	9.738792e-01	-1.326321e-12	1.360915e-01	4.500000e-01	-1.547950e-01
3.506458e+00	2.330503e-01	-5.557237e-12	9.724647e-01	-1.292214e-12	1.380187e-01	4.500000e-01	-1.586432e-01
3.518591e+00	2.390242e-01	-5.565115e-12	9.710136e-01	-1.257987e-12	1.399928e-01	4.500000e-01	-1.624670e-01
3.530724e+00	2.449885e-01	-5.572735e-12	9.695260e-01	-1.223773e-12	1.420136e-01	4.500000e-01	-1.662659e-01
3.542857e+00	2.509429e-01	-5.580095e-12	9.680019e-01	-1.189494e-12	1.440806e-01	4.500000e-01	-1.700392e-01
3.554990e+00	2.568871e-01	-5.587301e-12	9.664414e-01	-1.155182e-12	1.461937e-01	4.500000e-01	-1.737864e-01
3.567123e+00	2.628210e-01	-5.594352e-12	9.648446e-01	-1.120823e-12	1.483524e-01	4.500000e-01	-1.775070e-01
3.579256e+00	2.687443e-01	-5.601031e-12	9.632116e-01	-1.086440e-12	1.505564e-01	4.500000e-01	-1.812003e-01
3.591389e+00	2.746568e-01	-5.607658e-12	9.615423e-01	-1.052009e-12	1.528054e-01	4.500000e-01	-1.848659e-01
3.603523e+00	2.805582e-01	-5.614123e-12	9.598370e-01	-1.017550e-12	1.550990e-01	4.500000e-01	-1.885031e-01
3.615656e+00	2.864485e-01	-5.620212e-12	9.580956e-01	-9.830369e-13	1.574369e-01	4.500000e-01	-1.921115e-01
3.627789e+00	2.923273e-01	-5.626137e-12	9.563183e-01	-9.484929e-13	1.598187e-01	4.500000e-01	-1.956906e-01
3.639922e+00	2.981944e-01	-5.631789e-12	9.545052e-01	-9.139637e-13	1.622439e-01	4.500000e-01	-1.992397e-01
3.652055e+00	3.040497e-01	-5.637274e-12	9.526562e-01	-8.793514e-13	1.647123e-01	4.500000e-01	-2.027583e-01
3.664188e+00	3.098928e-01	-5.642588e-12	9.507715e-01	-8.447118e-13	1.672235e-01	4.500000e-01	-2.062461e-01
3.676321e+00	3.157236e-01	-5.647731e-12	9.488512e-01	-8.100951e-13	1.697770e-01	4.500000e-01	-2.097023e-01
3.688454e+00	3.215419e-01	-5.652594e-12	9.468954e-01	-7.753675e-13	1.723724e-01	4.500000e-01	-2.131266e-01
3.700587e+00	3.273474e-01	-5.657282e-12	9.449041e-01	-7.406675e-13	1.750094e-01	4.500000e-01	-2.165183e-01
3.712720e+00	3.331400e-01	-5.661583e-12	9.428774e-01	-7.059511e-13	1.776876e-01	4.500000e-01	-2.198771e-01
3.724853e+00	3.389193e-01	-5.665809e-12	9.408154e-01	-6.712012e-13	1.804064e-01	4.500000e-01	-2.232024e-01
3.736986e+00	3.446853e-01	-5.669959e-12	9.387183e-01	-6.364311e-13	1.831656e-01	4.500000e-01	-2.264937e-01
3.749119e+00	3.504377e-01	-5.673717e-12	9.365860e-01	-6.016097e-13	1.859646e-01	4.500000e-01	-2.297505e-01
3.761252e+00	3.561762e-01	-5.677291e-12	9.344188e-01	-5.668166e-13	1.888031e-01	4.500000e-01	-2.329724e-01
3.773386e+00	3.619008e-01	-5.680677e-12	9.322166e-01	-5.319707e-13	1.916805e-01	4.500000e-01	-2.361589e-01
3.785519e+00	3.676111e-01	-5.683875e-12	9.299796e-01	-4.971435e-13	1.945965e-01	4.500000e-01	-2.393096e-01
3.797652e+00	3.733069e-01	-5.686779e-12	9.277079e-01	-4.622819e-13	1.975506e-01	4.500000e-01	-2.424238e-01
3.809785e+00	3.789881e-01	-5.689491e-12	9.254016e-01	-4.274093e-13	2.005424e-01	4.500000e-01	-2.455013e-01
3.821918e+00	3.846544e-01	-5.692008e-12	9.230607e-01	-3.925036e-13	2.035713e-01	4.500000e-01	-2.485415e-01
3.834051e+00	3.903056e-01	-5.694329e-12	9.206853e-01	-3.576242e-13	2.066369e-01	4.500000e-01	-2.515441e-01
3.846184e+00	3.959416e-01	-5.696349e-12	9.182757e-01	-3.226982e-13	2.097388e-01	4.500000e-01	-2.545085e-01
3.858317e+00	4.015620e-01	-5.698270e-12	9.158318e-01	-2.877790e-13	2.128765e-01	4.500000e-01	-2.574343e-01
3.870450e+00	4.071668e-01	-5.699989e-12	9.133538e-01	-2.528745e-13	2.160494e-01	4.500000e-01	-2.603211e-01
3.882583e+00	4.127557e-01	-5.701301e-12	9.108418e-01	-2.179441e-13	2.192571e-01	4.500000e-01	-2.631686e-01
3.894716e+00	4.183284e-01	-5.702609e-12	9.082958e-01	-1.830350e-13	2.224991e-01	4.500000e-01	-2.659762e-01
3.906849e+00	4.238849e-01	-5.703607e-12	9.057161e-01	-1.480529e-13	2.257749e-01	4.500000e-01	-2.687435e-01
3.918982e+00	4.294248e-01	-5.704395e-12	9.031026e-01	-1.131822e-13	2.290840e-01	4.500000e-01	-2.714703e-01
3.931115e+00	4.349480e-01	-5.704970e-12	9.004556e-01	-7.817978e-14	2.324258e-01	4.500000e-01	-2.741560e-01
3.943249e+00	4.404543e-01	-5.705330e-12	8.977750e-01	-4.327672e-14	2.358000e-01	4.500000e-01	-2.768002e-01
3.955382e+00	4.459435e-01	-5.705473e-12	8.950611e-01	-8.317625e-15	2.392059e-01	4.500000e-01	-2.794027e-01
3.967515e+00	4.514154e-01	-5.705497e-12	8.923139e-01	2.661222e-14	2.426431e-01	4.500000e-01	-2.819630e-01
3.979648e+00	4.568697e-01	-5.705101e-12	8.895336e-01	6.152667e-14	2.461110e-01	4.500000e-01	-2.844807e-01
3.991781e+00	4.623063e-01	-5.704679e-12	8.867203e-01	9.649347e-14	2.496090e-01	4.500000e-01	-2.869555e-01
4.003914e+00	4.677251e-01	-5.704031e-12	8.838740e-01	1.313776e-13	2.531367e-01	4.500000e-01	-2.893870e-01
4.016047e+00	4.731257e-01	-5.703057e-12	8.809950e-01	1.663021e-13	2.566935e-01	4.500000e-01	-2.917749e-01
4.028180e+00	4.785079e-01	-5.701950e-12	8.780832e-01	2.011315e-13	2.602789e-01	4.500000e-01	-2.941189e-01
4.040313e+00	4.838717e-01	-5.700709e-12	8.751389e-01	2.360481e-13	2.638923e-01	4.500000e-01	-2.964185e-01
4.052446e+00	4.892168e-01	-5.699135e-12	8.721622e-01	2.709181e-13	2.675332e-01	4.500000e-01	-2.986735e-01
4.064579e+00	4.945430e-01	-5.697324e-12	8.691531e-01	3.057676e-13	2.712010e-01	4.500000e-01	-3.008835e-01
4.076712e+00	4.998501e-01	-5.695370e-12	8.661119e-01	3.406253e-13	2.748951e-01	4.500000e-01	-3.030483e-01
4.088845e+00	5.051380e-01	-5.693174e-12	8.630386e-01	3.754101e-13	2.786151e-01	4.500000e-01	-3.051675e-01
4.100978e+00	5.104064e-01	-5.690734e-12	8.599333e-01	4.102087e-13	2.823603e-01	4.500000e-01	-3.072408e-01
4.113112e+00	5.156551e-01	-5.688142e-12	8.567963e-01	4.450554e-13	2.861301e-01	4.500000e-01	-3.092679e-01
4.125245e+00	5.208839e-01	-5.685302e-12	8.536275e-01	4.797555e-13	2.899240e-01	4.500000e-01	-3.112486e-01
4.137378e+00	5.260927e-01	-5.682304e-12	8.504272e-01	5.145747e-13	2.937415e-01	4.500000e-01	-3.131825e-01
4.149511e+00	5.312813e-01	-5.678957e-12	8.471955e-01	5.492597e-13	2.975819e-01	4.500000e-01	-3.150694e-01
4.161644e+00	5.364495e-01	-5.675542e-12	8.439324e-01	5.839648e-13	3.014447e-01	4.500000e-01	-3.169090e-01
4.173777e+00	5.415971e-01	-5.671868e-12	8.406382e-01	6.186710e-13	3.053292e-01	4.500000e-01	-3.187010e-01
4.185910e+00	5.467239e-01	-5.668024e-12	8.373129e-01	6.532985e-13	3.092349e-01	4.500000e-01	-3.204453e-01
4.198043e+00	5.518297e-01	-5.663915e-12	8.339568e-01	6.878880e-13	3.131612e-01	4.500000e-01	-3.221415e-01
4.210176e+00	5.569144e-01	-5.659632e-12	8.305699e-01	7.224826e-13	3.171076e-01	4.500000e-01	-3.237894e-01
4.222309e+00	5.619777e-01	-5.654986e-12	8.271524e-01	7.570653e-13	3.210733e-01	4.500000e-01	-3.253888e-01
4.234442e+00	5.670196e-01	-5.650343e-12	8.237043e-01	7.916191e-13	3.250578e-01	4.500000e-01	-3.269395e-01
4.246575e+00	5.720397e-01	-5.645424e-12	8.202260e-01	8.260637e-13	3.290606e-01	4.500000e-01	-3.284412e-01
4.258708e+00	5.770379e-01	-5.640226e-12	8.167174e-01	8.605087e-13	3.330809e-01	4.500000e-01	-3.298938e-01
4.270841e+00	5.820141e-01	-5.634927e-12	8.131787e-01	8.949391e-13	3.371183e-01	4.500000e-01	-3.312970e-01
4.282975e+00	5.869680e-01	-5.629344e-12	8.096101e-01	9.293401e-13	3.411720e-01	4.500000e-01	-3.326507e-01
4.295108e+00	5.918996e-01	-5.623474e-12	8.060117e-01	9.636966e-13	3.452416e-01	4.500000e-01	-3.339546e-01
4.307241e+00	5.968085e-01	-5.617493e-12	8.023837e-01	9.979939e-13	3.493263e-01	4.500000e-01	-3.352086e-01
4.319374e+00	6.016947e-01	-5.611306e-12	7.987262e-01	1.032284e-12	3.534255e-01	4.500000e-01	-3.364125e-01
4.331507e+00	6.065579e-01	-5.605000e-12	7.950393e-01	1.066487e-12	3.575387e-01	4.500000e-01	-3.375662e-01
4.343640e+00	6.113980e-01	-5.598306e-12	7.913233e-01	1.100655e-12	3.616653e-01	4.500000e-01	-3.386694e-01
4.355773e+00	6.162148e-01	-5.591484e-12	7.875781e-01	1.134845e-12	3.658045e-01	4.500000e-01	-3.397221e-01
4.367906e+00	6.210082e-01	-5.584530e-12	7.838041e-01	1.168906e-12	3.699558e-01	4.500000e-01	-3.407241e-01
4.380039e+00	6.257779e-01	-5.577267e-12	7.800013e-01	1.202965e-12	3.741186e-01	4.500000e-01	-3.416753e-01
4.392172e+00	6.305239e-01	-5.569777e-12	7.761699e-01	1.236939e-12	3.782922e-01	4.500000e-01	-3.425755e-01
4.404305e+00	6.352458e-01	-5.562142e-12	7.723100e-01	1.270887e-12	3.824761e-01	4.500000e-01	-3.434247e-01
4.416438e+00	6.399437e-01	-5.554274e-12	7.684218e-01	1.304726e-12	3.866695e-01	4.500000e-01	-3.442227e-01
4.428571e+00	6.446172e-01	-5.546251e-12	7.645055e-01	1.338659e-12	3.908719e-01	4.500000e-01	-3.449694e-01
4.440705e+00	6.492662e-01	-5.537902e-12	7.605612e-01	1.372389e-12	3.950827e-01	4.500000e-01	-3.456647e-01
4.452838e+00	6.538907e-01	-5.529475e-12	7.565891e-01	1.406121e-12	3.993011e-01	4.500000e-01	-3.463086e-01
4.464971e+00	6.584903e-01	-5.520797e-12	7.525892e-01	1.439844e-12	4.035266e-01	4.500000e-01	-3.469009e-01
4.477104e+00	6.630650e-01	-5.511947e-12	7.485619e-01	1.473478e-12	4.077586e-01	4.500000e-01	-3.474416e-01
4.489237e+00	6.676145e-01	-5.502920e-12	7.445071e-01	1.507010e-12	4.119964e-01	4.500000e-01	-3.479306e-01
4.501370e+00	6.721388e-01	-5.493629e-12	7.404252e-01	1.540505e-12	4.162394e-01	4.500000e-01	-3.483679e-01
4.513503e+00	6.766376e-01	-5.484069e-12	7.363162e-01	1.573953e-12	4.204869e-01	4.500000e-01	-3.487535e-01
4.525636e+00	6.811108e-01	-5.474400e-12	7.321804e-01	1.607347e-12	4.247383e-01	4.500000e-01	-3.490872e-01
4.537769e+00	6.855583e-01	-5.464535e-12	7.280178e-01	1.640600e-12	4.289931e-01	4.500000e-01	-3.493690e-01
4.549902e+00	6.899798e-01	-5.454386e-12	7.238286e-01	1.673932e-12	4.332505e-01	4.500000e-01	-3.495990e-01
4.562035e+00	6.943753e-01	-5.444112e-12	7.196131e-01	1.707029e-12	4.375099e-01	4.500000e-01	-3.497771e-01
4.574168e+00	6.987445e-01	-5.433545e-12	7.153713e-01	1.740190e-12	4.417707e-01	4.500000e-01	-3.499032e-01
4.586301e+00	7.030874e-01	-5.422918e-12	7.111035e-01	1.773174e-12	4.460323e-01	4.500000e-01	-3.499775e-01
4.598434e+00	7.074037e-01	-5.411989e-12	7.068097e-01	1.806207e-12	4.502940e-01	4.500000e-01	-3.499999e-01
4.610568e+00	7.116933e-01	-5.400909e-12	7.024903e-01	1.839126e-12	4.545552e-01	4.500000e-01	-3.499704e-01
4.622701e+00	7.159562e-01	-5.389594e-12	6.981452e-01	1.872001e-12	4.588153e-01	4.500000e-01	-3.498890e-01
4.634834e+00	7.201920e-01	-5.378115e-12	6.937748e-01	1.904745e-12	4.630736e-01	4.500000e-01	-3.497557e-01
4.646967e+00	7.244007e-01	-5.366388e-12	6.893792e-01	1.937429e-12	4.673295e-01	4.500000e-01	-3.495707e-01
4.659100e+00	7.285821e-01	-5.354562e-12	6.849585e-01	1.970048e-12	4.715823e-01	4.500000e-01	-3.493339e-01
4.671233e+00	7.327361e-01	-5.342474e-12	6.805129e-01	2.002594e-12	4.758316e-01	4.500000e-01	-3.490455e-01
4.683366e+00	7.368625e-01	-5.330122e-12	6.760426e-01	2.035060e-12	4.800765e-01	4.500000e-01	-3.487053e-01
4.695499e+00	7.409613e-01	-5.317647e-12	6.715478e-01	2.067439e-12	4.843165e-01	4.500000e-01	-3.483136e-01
4.707632e+00	7.450321e-01	-5.305041e-12	6.670286e-01	2.099725e-12	4.885510e-01	4.500000e-01	-3.478704e-01
4.719765e+00	7.490750e-01	-5.292148e-12	6.624852e-01	2.131910e-12	4.927793e-01	4.500000e-01	-3.473758e-01
4.731898e+00	7.530897e-01	-5.279109e-12	6.579178e-01	2.164155e-12	4.970009e-01	4.500000e-01	-3.468298e-01
4.744031e+00	7.570762e-01	-5.265843e-12	6.533266e-01	2.196204e-12	5.012150e-01	4.500000e-01	-3.462326e-01
4.756164e+00	7.610342e-01	-5.252414e-12	6.487118e-01	2.228132e-12	5.054211e-01	4.500000e-01	-3.455843e-01
4.768297e+00	7.649637e-01	-5.238742e-12	6.440734e-01	2.260020e-12	5.096186e-01	4.500000e-01	-3.448849e-01
4.780431e+00	7.688645e-01	-5.224891e-12	6.394118e-01	2.291775e-12	5.138068e-01	4.500000e-01	-3.441347e-01
4.792564e+00	7.727364e-01	-5.210851e-12	6.347270e-01	2.323563e-12	5.179851e-01	4.500000e-01	-3.433337e-01
4.804697e+00	7.765795e-01	-5.196684e-12	6.300193e-01	2.355121e-12	5.221530e-01	4.500000e-01	-3.424820e-01
4.816830e+00	7.803934e-01	-5.182309e-12	6.252889e-01	2.386702e-12	5.263097e-01	4.500000e-01	-3.415799e-01
4.828963e+00	7.841781e-01	-5.167719e-12	6.205358e-01	2.418126e-12	5.304547e-01	4.500000e-01	-3.406274e-01
4.841096e+00	7.879335e-01	-5.152834e-12	6.157604e-01	2.449477e-12	5.345874e-01	4.500000e-01	-3.396248e-01
4.853229e+00	7.916593e-01	-5.137919e-12	6.109628e-01	2.480747e-12	5.387071e-01	4.500000e-01	-3.385721e-01
4.865362e+00	7.953556e-01	-5.122758e-12	6.061431e-01	2.511845e-12	5.428134e-01	4.500000e-01	-3.374695e-01
4.877495e+00	7.990221e-01	-5.107342e-12	6.013016e-01	2.542940e-12	5.469055e-01	4.500000e-01	-3.363173e-01
4.889628e+00	8.026588e-01	-5.091861e-12	5.964385e-01	2.573941e-12	5.509828e-01	4.500000e-01	-3.351156e-01
4.901761e+00	8.062655e-01	-5.076102e-12	5.915539e-01	2.604752e-12	5.550448e-01	4.500000e-01	-3.338646e-01
4.913894e+00	8.098421e-01	-5.060187e-12	5.866480e-01	2.635547e-12	5.590909e-01	4.500000e-01	-3.325645e-01
4.926027e+00	8.133884e-01	-5.044169e-12	5.817210e-01	2.666233e-12	5.631205e-01	4.500000e-01	-3.312156e-01
4.938160e+00	8.169044e-01	-5.027903e-12	5.767731e-01	2.696804e-12	5.671330e-01	4.500000e-01	-3.298179e-01
4.950294e+00	8.203899e-01	-5.011380e-12	5.718045e-01	2.727256e-12	5.711278e-01	4.500000e-01	-3.283718e-01
4.962427e+00	8.238449e-01	-4.994714e-12	5.668153e-01	2.757583e-12	5.751043e-01	4.500000e-01	-3.268775e-01
4.974560e+00	8.272691e-01	-4.977953e-12	5.618058e-01	2.787873e-12	5.790619e-01	4.500000e-01	-3.253352e-01
4.986693e+00	8.306625e-01	-4.960895e-12	5.567762e-01	2.818030e-12	5.830002e-01	4.500000e-01	-3.237452e-01
4.998826e+00	8.340250e-01	-4.943712e-12	5.517267e-01	2.848141e-12	5.869184e-01	4.500000e-01	-3.221077e-01
5.010959e+00	8.373564e-01	-4.926389e-12	5.466573e-01	2.878018e-12	5.908160e-01	4.500000e-01	-3.204229e-01
5.023092e+00	8.406567e-01	-4.908788e-12	5.415684e-01	2.907841e-12	5.946926e-01	4.500000e-01	-3.186912e-01
5.035225e+00	8.439257e-01	-4.891075e-12	5.364601e-01	2.937512e-12	5.985474e-01	4.500000e-01	-3.169127e-01
5.047358e+00	8.471633e-01	-4.873172e-12	5.313327e-01	2.967122e-12	6.023799e-01	4.500000e-01	-3.150879e-01
5.059491e+00	8.503694e-01	-4.855063e-12	5.261862e-01	2.996667e-12	6.061896e-01	4.500000e-01	-3.132169e-01
5.071624e+00	8.535439e-01	-4.836847e-12	5.210210e-01	3.025953e-12	6.099760e-01	4.500000e-01	-3.113000e-01
5.083757e+00	8.566866e-01	-4.818389e-12	5.158372e-01	3.055356e-12	6.137384e-01	4.500000e-01	-3.093376e-01
5.095890e+00	8.597976e-01	-4.799786e-12	5.106350e-01	3.084493e-12	6.174764e-01	4.500000e-01	-3.073299e-01
5.108023e+00	8.628767e-01	-4.781016e-12	5.054145e-01	3.113549e-12	6.211893e-01	4.500000e-01	-3.052773e-01
5.120157e+00	8.659237e-01	-4.762060e-12	5.001761e-01	3.142329e-12	6.248767e-01	4.500000e-01	-3.031800e-01
5.132290e+00	8.689386e-01	-4.742897e-12	4.949199e-01	3.171213e-12	6.285380e-01	4.500000e-01	-3.010385e-01
5.144423e+00	8.719213e-01	-4.723615e-12	4.896460e-01	3.199814e-12	6.321727e-01	4.500000e-01	-2.988530e-01
5.156556e+00	8.748717e-01	-4.704136e-12	4.843548e-01	3.228416e-12	6.357803e-01	4.500000e-01	-2.966238e-01
5.168689e+00	8.777896e-01	-4.684490e-12	4.790463e-01	3.256920e-12	6.393602e-01	4.500000e-01	-2.943513e-01
5.180822e+00	8.806751e-01	-4.664706e-12	4.737208e-01	3.285226e-12	6.429120e-01	4.500000e-01	-2.920359e-01
5.192955e+00	8.835279e-01	-4.644705e-12	4.683786e-01	3.313426e-12	6.464351e-01	4.500000e-01	-2.896779e-01
5.205088e+00	8.863480e-01	-4.624514e-12	4.630197e-01	3.341420e-12	6.499289e-01	4.500000e-01	-2.872776e-01
5.217221e+00	8.891353e-01	-4.604260e-12	4.576444e-01	3.369301e-12	6.533931e-01	4.500000e-01	-2.848355e-01
5.229354e+00	8.918897e-01	-4.583758e-12	4.522529e-01	3.397166e-12	6.568271e-01	4.500000e-01	-2.823518e-01
5.241487e+00	8.946112e-01	-4.563083e-12	4.468455e-01	3.424814e-12	6.602304e-01	4.500000e-01	-2.798271e-01
5.253620e+00	8.972995e-01	-4.542301e-12	4.414222e-01	3.452440e-12	6.636025e-01	4.500000e-01	-2.772615e-01
5.265753e+00	8.999548e-01	-4.521282e-12	4.359833e-01	3.479841e-12	6.669430e-01	4.500000e-01	-2.746557e-01
5.277886e+00	9.025767e-01	-4.500138e-12	4.305290e-01	3.507115e-12	6.702513e-01	4.500000e-01	-2.720098e-01
