"      cube"

"Time      "	"ORIENT_REF_MARKER_euler_par_1.Q"	"ORIENT_REF_MARKER_euler_par_2.Q"	"ORIENT_REF_MARKER_euler_par_3.Q"	"ORIENT_REF_MARKER_euler_par_4.Q"	"REF_MARKER_acl_x.Q"	"REF_MARKER_acl_y.Q"	"REF_MARKER_acl_z.Q"	"REF_MARKER_angacl_x.Q"	"REF_MARKER_angacl_y.Q"	"REF_MARKER_angacl_z.Q"	"REF_MARKER_angvel_x.Q"	"REF_MARKER_angvel_y.Q"	"REF_MARKER_angvel_z.Q"	"REF_MARKER_force_x.Q"	"REF_MARKER_force_y.Q"	"REF_MARKER_force_z.Q"	"J4_f_x.Q  "	"J4_f_y.Q  "	"J4_f_z.Q  "	"J5_fx.Q   "	"J5_fy.Q   "	"J5_fz.Q   "	"J6_fx.Q   "	"J6_fy.Q   "	"J6_fz.Q   "	"SFORCE_1.FX"	"SFORCE_1.FY"	"SFORCE_1.FZ"
1.878669e+00	9.999820e-01	8.670521e-04	5.847896e-03	-1.025481e-03	2.395933e-01	-8.590092e-04	-7.689270e-03	1.161529e-02	-8.279501e-01	6.695704e-02	1.642311e-03	4.295849e-02	6.695704e-02	2.972708e+02	3.248944e+04	-3.220788e+04	2.972708e+02	3.248944e+04	-3.220788e+04	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	4.694262e-15	1.687972e-18	6.698645e-15
1.894325e+00	9.999810e-01	8.845059e-04	6.077422e-03	-4.719201e-04	3.150618e-01	-3.103000e-03	-7.322902e-03	8.045466e-03	-8.668588e-01	7.070282e-02	1.769973e-03	2.938716e-02	7.070282e-02	4.077664e+02	3.246972e+04	-3.219199e+04	4.077664e+02	3.246972e+04	-3.219199e+04	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-5.112663e-15	9.463693e-15	1.197309e-16
1.909980e+00	9.999804e-01	9.024662e-04	6.198155e-03	9.681653e-05	3.829018e-01	-5.078522e-03	-6.134667e-03	4.243867e-03	-8.876250e-01	7.265456e-02	1.836877e-03	1.549079e-02	7.265456e-02	5.049309e+02	3.244649e+04	-3.217268e+04	5.049309e+02	3.244649e+04	-3.217268e+04	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	4.778741e-15	-5.946336e-19	-6.459183e-15
1.925636e+00	9.999801e-01	9.204206e-04	6.209800e-03	6.666639e-04	4.416829e-01	-6.761831e-03	-4.410858e-03	3.131184e-04	-8.901509e-01	7.280941e-02	1.841782e-03	1.554957e-03	7.280941e-02	5.867633e+02	3.242170e+04	-3.215185e+04	5.867633e+02	3.242170e+04	-3.215185e+04	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.467014e-14	-9.464883e-15	-1.223183e-16
1.941292e+00	9.999801e-01	9.378658e-04	6.114263e-03	1.223871e-03	4.901967e-01	-8.138403e-03	-2.459635e-03	-3.631400e-03	-8.747186e-01	7.120718e-02	1.785243e-03	-1.213920e-02	7.120718e-02	6.516478e+02	3.239738e+04	-3.213146e+04	6.516478e+02	3.239738e+04	-3.213146e+04	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	4.863236e-15	-5.020410e-19	6.214546e-15
1.956947e+00	9.999805e-01	9.543231e-04	5.915567e-03	1.755320e-03	5.274755e-01	-9.201264e-03	-5.805588e-04	-7.466175e-03	-8.419802e-01	6.792849e-02	1.669673e-03	-2.532076e-02	6.792849e-02	6.983738e+02	3.237545e+04	-3.211334e+04	6.983738e+02	3.237545e+04	-3.211334e+04	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-4.943672e-15	9.463879e-15	1.165011e-16
1.972603e+00	9.999812e-01	9.693528e-04	5.619735e-03	2.248824e-03	5.528061e-01	-9.949872e-03	9.631745e-04	-1.106527e-02	-7.929367e-01	6.309212e-02	1.499321e-03	-3.773447e-02	6.309212e-02	7.261450e+02	3.235760e+04	-3.209907e+04	7.261450e+02	3.235760e+04	-3.209907e+04	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	4.947827e-15	1.499299e-18	-5.981544e-15
1.988258e+00	9.999822e-01	9.825681e-04	5.234623e-03	2.693401e-03	5.657391e-01	-1.038958e-02	1.967555e-03	-1.430664e-02	-7.289081e-01	5.685153e-02	1.280173e-03	-4.914577e-02	5.685153e-02	7.345786e+02	3.234508e+04	-3.208982e+04	7.345786e+02	3.234508e+04	-3.208982e+04	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.483933e-14	-9.460880e-15	-1.030679e-16
2.003914e+00	9.999834e-01	9.936458e-04	4.769726e-03	3.079508e-03	5.660934e-01	-1.053171e-02	2.303886e-03	-1.707853e-02	-6.514950e-01	4.939056e-02	1.019763e-03	-5.934512e-02	4.939056e-02	7.236992e+02	3.233869e+04	-3.208626e+04	7.236992e+02	3.233869e+04	-3.208626e+04	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.032232e-15	-2.307659e-18	5.775408e-15
2.019569e+00	9.999847e-01	1.002336e-03	4.235952e-03	3.399241e-03	5.539596e-01	-1.039403e-02	1.927092e-03	-1.928541e-02	-5.625354e-01	4.091849e-02	7.269096e-04	-6.815180e-02	4.091849e-02	6.939288e+02	3.233868e+04	-3.208853e+04	6.939288e+02	3.233868e+04	-3.208853e+04	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-4.774860e-15	9.456265e-15	8.337967e-17
2.035225e+00	9.999862e-01	1.008467e-03	3.645374e-03	3.646491e-03	5.296973e-01	-1.000154e-02	8.757962e-04	-2.085320e-02	-4.640579e-01	3.166449e-02	4.113948e-04	-7.541680e-02	3.166449e-02	6.460740e+02	3.234473e+04	-3.209622e+04	6.460740e+02	3.234473e+04	-3.209622e+04	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.116875e-15	2.858729e-18	-5.608649e-15
2.050881e+00	9.999877e-01	1.011950e-03	3.010964e-03	3.817051e-03	4.939306e-01	-9.387138e-03	-7.354499e-04	-2.173318e-02	-3.582343e-01	2.187161e-02	8.359332e-05	-8.102513e-02	2.187161e-02	5.813110e+02	3.235606e+04	-3.210847e+04	5.813110e+02	3.235606e+04	-3.210847e+04	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.500861e-14	-9.450547e-15	-5.923902e-17
2.066536e+00	9.999891e-01	1.012779e-03	2.346312e-03	3.908676e-03	4.475376e-01	-8.591758e-03	-2.730720e-03	-2.190462e-02	-2.473321e-01	1.179043e-02	-2.459230e-04	-8.489729e-02	1.179043e-02	5.011662e+02	3.237144e+04	-3.212399e+04	5.011662e+02	3.237144e+04	-3.212399e+04	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.201274e-15	-3.111408e-18	5.490171e-15
2.082192e+00	9.999904e-01	1.011026e-03	1.665349e-03	3.921092e-03	3.916340e-01	-7.663603e-03	-4.892350e-03	-2.137573e-02	-1.336687e-01	1.672697e-03	-5.667879e-04	-8.699004e-02	1.672697e-03	4.074921e+02	3.238934e+04	-3.214123e+04	4.074921e+02	3.238934e+04	-3.214123e+04	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-4.606062e-15	9.444324e-15	3.272888e-17
2.097847e+00	9.999916e-01	1.006839e-03	9.820548e-04	3.855955e-03	3.275507e-01	-6.656219e-03	-6.983570e-03	-2.018305e-02	-1.956739e-02	-8.235069e-03	-8.692279e-04	-8.729651e-02	-8.235069e-03	3.024351e+02	3.240810e+04	-3.215853e+04	3.024351e+02	3.240810e+04	-3.215853e+04	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.285880e-15	3.055380e-18	-5.424713e-15
2.113503e+00	9.999925e-01	1.000430e-03	3.101828e-04	3.716760e-03	2.568043e-01	-5.625332e-03	-8.771857e-03	-1.838919e-02	9.268538e-02	-1.769760e-02	-1.144415e-03	-8.584564e-02	-1.769760e-02	1.883937e+02	3.242603e+04	-3.217424e+04	1.883937e+02	3.242603e+04	-3.217424e+04	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.517782e-14	-9.438214e-15	-6.037285e-18
2.129159e+00	9.999933e-01	9.920665e-04	-3.370121e-04	3.508715e-03	1.810603e-01	-4.624678e-03	-1.005079e-02	-1.607907e-02	2.008816e-01	-2.649650e-02	-1.384768e-03	-8.270091e-02	-2.649650e-02	6.796739e+01	3.244158e+04	-3.218691e+04	6.796739e+01	3.244158e+04	-3.218691e+04	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.370345e-15	-2.711104e-18	5.412639e-15
2.144814e+00	9.999938e-01	9.820629e-04	-9.470295e-04	3.238561e-03	1.020913e-01	-3.701283e-03	-1.065849e-02	-1.335492e-02	3.029318e-01	-3.443525e-02	-1.584180e-03	-7.795853e-02	-3.443525e-02	-5.610465e+01	3.245351e+04	-3.219536e+04	-5.610465e+01	3.245351e+04	-3.219536e+04	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-4.437134e-15	9.432791e-15	-1.871898e-17
2.160470e+00	9.999941e-01	9.707641e-04	-1.508360e-03	2.914377e-03	2.172980e-02	-2.890839e-03	-1.049108e-02	-1.033034e-02	3.969038e-01	-4.134346e-02	-1.738172e-03	-7.174494e-02	-4.134346e-02	-1.810125e+02	3.246091e+04	-3.219884e+04	-1.810125e+02	3.246091e+04	-3.219884e+04	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.454877e-15	2.126201e-18	-5.450077e-15
2.176125e+00	9.999943e-01	9.585362e-04	-2.010697e-03	2.545340e-03	-5.818011e-02	-2.213908e-03	-9.510457e-03	-7.123982e-03	4.810599e-01	-4.708031e-02	-1.843959e-03	-6.421382e-02	-4.708031e-02	-3.039491e+02	3.246335e+04	-3.219705e+04	-3.039491e+02	3.246335e+04	-3.219705e+04	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.534689e-14	-9.428539e-15	3.965849e-17
2.191781e+00	9.999943e-01	9.457532e-04	-2.445125e-03	2.141479e-03	-1.358320e-01	-1.673578e-03	-7.745762e-03	-3.853196e-03	5.538902e-01	-5.153710e-02	-1.900430e-03	-5.554247e-02	-5.153710e-02	-4.221845e+02	3.246083e+04	-3.219015e+04	-4.221845e+02	3.246083e+04	-3.219015e+04	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.539403e-15	-1.368952e-18	5.529394e-15
2.207436e+00	9.999942e-01	9.327866e-04	-2.804268e-03	1.713407e-03	-2.095034e-01	-1.255064e-03	-5.289151e-03	-6.282781e-04	6.141422e-01	-5.463890e-02	-1.908055e-03	-4.592779e-02	-5.463890e-02	-5.331374e+02	3.245383e+04	-3.217876e+04	-5.331374e+02	3.245383e+04	-3.217876e+04	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-4.268082e-15	9.425801e-15	-5.527512e-17
2.223092e+00	9.999940e-01	9.199953e-04	-3.082413e-03	1.272052e-03	-2.775974e-01	-9.274234e-04	-2.286420e-03	2.452280e-03	6.608445e-01	-5.634534e-02	-1.868726e-03	-3.558193e-02	-5.634534e-02	-6.344389e+02	3.244319e+04	-3.216389e+04	-6.344389e+02	3.244319e+04	-3.216389e+04	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.623903e-15	5.200963e-19	-5.639944e-15
2.238748e+00	9.999939e-01	9.077170e-04	-3.275588e-03	8.283867e-04	-3.386783e-01	-6.472897e-04	1.076255e-03	5.305196e-03	6.933231e-01	-5.665055e-02	-1.785560e-03	-2.472756e-02	-5.665055e-02	-7.239869e+02	3.243007e+04	-3.214682e+04	-7.239869e+02	3.243007e+04	-3.214682e+04	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.551589e-14	-9.424761e-15	6.454335e-17
2.254403e+00	9.999938e-01	8.962612e-04	-3.381611e-03	3.931645e-04	-3.915001e-01	-3.642417e-04	4.588116e-03	7.864284e-03	7.112106e-01	-5.558229e-02	-1.662671e-03	-1.359313e-02	-5.558229e-02	-7.999884e+02	3.241579e+04	-3.212898e+04	-7.999884e+02	3.241579e+04	-3.212898e+04	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.708425e-15	3.357570e-19	5.769031e-15
2.270059e+00	9.999938e-01	8.859041e-04	-3.400095e-03	-2.333064e-05	-4.350277e-01	-2.720854e-05	8.030693e-03	1.008082e-02	7.144467e-01	-5.320036e-02	-1.504936e-03	-2.408012e-03	-5.320036e-02	-8.609896e+02	3.240176e+04	-3.211187e+04	-8.609896e+02	3.240176e+04	-3.211187e+04	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-4.099037e-15	9.425432e-15	-6.698091e-17
2.285714e+00	9.999940e-01	8.768838e-04	-3.332418e-03	-4.115181e-04	-4.684512e-01	4.088017e-04	1.119434e-02	1.192260e-02	7.032720e-01	-4.959434e-02	-1.317788e-03	8.602172e-03	-4.959434e-02	-9.058951e+02	3.238928e+04	-3.209687e+04	-9.058951e+02	3.238928e+04	-3.209687e+04	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.792959e-15	-1.118099e-18	-5.902992e-15
2.301370e+00	9.999943e-01	8.693980e-04	-3.181659e-03	-7.627311e-04	-4.911943e-01	9.763929e-04	1.389318e-02	1.337193e-02	6.782134e-01	-4.488080e-02	-1.107013e-03	1.922005e-02	-4.488080e-02	-9.339762e+02	3.237949e+04	-3.208515e+04	-9.339762e+02	3.237949e+04	-3.208515e+04	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.568495e-14	-9.427669e-15	6.266512e-17
2.317025e+00	9.999947e-01	8.636010e-04	-2.952500e-03	-1.069402e-03	-5.029179e-01	1.690572e-03	1.597743e-02	1.442305e-02	6.400649e-01	-3.919990e-02	-8.785973e-04	2.924070e-02	-3.919990e-02	-9.448728e+02	3.237326e+04	-3.207760e+04	-9.448728e+02	3.237326e+04	-3.207760e+04	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.877434e-15	1.757331e-18	6.028323e-15
2.332681e+00	9.999952e-01	8.596032e-04	-2.651098e-03	-1.325215e-03	-5.035198e-01	2.545204e-03	1.734238e-02	1.507937e-02	5.898630e-01	-3.271163e-02	-6.385976e-04	3.847539e-02	-3.271163e-02	-9.385880e+02	3.237109e+04	-3.207473e+04	-9.385880e+02	3.237109e+04	-3.207473e+04	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-3.930088e-15	9.431183e-15	-5.220383e-17
2.348337e+00	9.999959e-01	8.574694e-04	-2.284935e-03	-1.525234e-03	-4.931313e-01	3.511524e-03	1.793353e-02	1.535084e-02	5.288590e-01	-2.559158e-02	-3.930443e-04	4.675501e-02	-2.559158e-02	-9.154797e+02	3.237310e+04	-3.207665e+04	-9.154797e+02	3.237310e+04	-3.207665e+04	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.962007e-15	-2.200228e-18	-6.132730e-15
2.363992e+00	9.999965e-01	8.572189e-04	-1.862639e-03	-1.665982e-03	-4.721115e-01	4.538929e-03	1.774777e-02	1.525186e-02	4.584883e-01	-1.802653e-02	-1.478660e-04	5.393292e-02	-1.802653e-02	-8.762480e+02	3.237906e+04	-3.208308e+04	-8.762480e+02	3.237906e+04	-3.208308e+04	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.585410e-14	-9.435584e-15	3.666564e-17
2.379648e+00	9.999971e-01	8.588253e-04	-1.393787e-03	-1.745498e-03	-4.410388e-01	5.558050e-03	1.683080e-02	1.479985e-02	3.803393e-01	-1.020973e-02	9.117486e-05	5.988734e-02	-1.020973e-02	-8.219198e+02	3.238835e+04	-3.209338e+04	-8.219198e+02	3.238835e+04	-3.209338e+04	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	6.046470e-15	2.413963e-18	6.206061e-15
2.395303e+00	9.999977e-01	8.622169e-04	-8.887028e-04	-1.763346e-03	-4.007000e-01	6.485934e-03	1.527103e-02	1.401454e-02	2.961202e-01	-2.336174e-03	3.185429e-04	6.452323e-02	-2.336174e-03	-7.538293e+02	3.240009e+04	-3.210661e+04	-7.538293e+02	3.240009e+04	-3.210661e+04	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-3.761162e-15	9.440412e-15	-1.747741e-17
2.410959e+00	9.999981e-01	8.672785e-04	-3.582300e-04	-1.720595e-03	-3.520751e-01	7.232960e-03	1.319081e-02	1.291795e-02	2.076250e-01	5.402206e-03	5.289970e-04	6.777366e-02	5.402206e-03	-6.735941e+02	3.241318e+04	-3.212161e+04	-6.735941e+02	3.241318e+04	-3.212161e+04	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	6.131017e-15	-2.388494e-18	-6.241016e-15
2.426614e+00	9.999983e-01	8.738528e-04	1.864902e-04	-1.619756e-03	-2.963190e-01	7.710923e-03	1.073565e-02	1.153490e-02	1.166997e-01	1.282113e-02	7.176682e-04	6.960058e-02	1.282113e-02	-5.830849e+02	3.242643e+04	-3.213715e+04	-5.830849e+02	3.242643e+04	-3.213715e+04	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.602320e-14	-9.445189e-15	-3.701725e-18
2.442270e+00	9.999983e-01	8.817437e-04	7.342486e-04	-1.464689e-03	-2.347380e-01	7.841618e-03	8.062469e-03	9.893870e-03	2.520642e-02	1.974838e-02	8.801515e-04	6.999510e-02	1.974838e-02	-4.843878e+02	3.243865e+04	-3.215196e+04	-4.843878e+02	3.243865e+04	-3.215196e+04	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	6.215542e-15	2.136963e-18	6.233613e-15
2.457926e+00	9.999980e-01	8.907209e-04	1.273993e-03	-1.260474e-03	-1.687613e-01	7.565100e-03	5.327793e-03	8.027932e-03	-6.501200e-02	2.602778e-02	1.012609e-03	6.897719e-02	2.602778e-02	-3.797603e+02	3.244877e+04	-3.216492e+04	-3.797603e+02	3.244877e+04	-3.216492e+04	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-3.592112e-15	9.449463e-15	2.511967e-17
2.473581e+00	9.999975e-01	9.005248e-04	1.795049e-03	-1.013262e-03	-9.990852e-02	6.846837e-03	2.676855e-03	5.975629e-03	-1.521681e-01	3.152271e-02	1.111882e-03	6.659481e-02	3.152271e-02	-2.715790e+02	3.245592e+04	-3.217508e+04	-2.715790e+02	3.245592e+04	-3.217508e+04	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	6.300006e-15	-1.693809e-18	-6.183374e-15
2.489237e+00	9.999967e-01	9.108731e-04	2.287324e-03	-7.300978e-04	-2.975322e-02	5.682987e-03	2.344458e-04	3.781502e-03	-2.345653e-01	3.611909e-02	1.175602e-03	6.292246e-02	3.611909e-02	-1.622832e+02	3.245951e+04	-3.218178e+04	-1.622832e+02	3.245951e+04	-3.218178e+04	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.619212e-14	-9.452850e-15	-4.507312e-17
2.504892e+00	9.999957e-01	9.214690e-04	2.741504e-03	-4.187217e-04	4.011644e-02	4.103181e-03	-1.901861e-03	1.496190e-03	-3.106320e-01	3.972759e-02	1.202294e-03	5.805925e-02	3.972759e-02	-5.431310e+01	3.245929e+04	-3.218469e+04	-5.431310e+01	3.245929e+04	-3.218469e+04	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	6.384611e-15	1.110616e-18	6.093227e-15
2.520548e+00	9.999946e-01	9.320088e-04	3.149224e-03	-8.736760e-05	1.081374e-01	2.170436e-03	-3.665732e-03	-8.240198e-04	-3.789537e-01	4.228524e-02	1.191470e-03	5.212646e-02	4.228524e-02	4.995097e+01	3.245531e+04	-3.218381e+04	4.995097e+01	3.245531e+04	-3.218381e+04	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-3.422901e-15	9.455071e-15	6.204083e-17
2.536204e+00	9.999934e-01	9.421922e-04	3.503219e-03	2.554519e-04	1.728110e-01	-2.191037e-05	-5.023216e-03	-3.118218e-03	-4.383004e-01	4.375627e-02	1.143685e-03	4.526458e-02	4.375627e-02	1.482484e+02	3.244799e+04	-3.217945e+04	1.482484e+02	3.244799e+04	-3.217945e+04	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	6.469023e-15	-4.501223e-19	-5.969146e-15
2.551859e+00	9.999922e-01	9.517306e-04	3.797450e-03	6.011594e-04	2.327392e-01	-2.356081e-03	-5.971146e-03	-5.322479e-03	-4.876506e-01	4.413223e-02	1.060571e-03	3.763012e-02	4.413223e-02	2.384928e+02	3.243801e+04	-3.217224e+04	2.384928e+02	3.243801e+04	-3.217224e+04	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.636095e-14	-9.455972e-15	-7.479773e-17
2.567515e+00	9.999910e-01	9.603573e-04	4.027200e-03	9.413223e-04	2.866571e-01	-4.698059e-03	-6.533223e-03	-7.371971e-03	-5.262086e-01	4.343144e-02	9.448305e-04	2.939203e-02	4.343144e-02	3.188193e+02	3.242625e+04	-3.216298e+04	3.188193e+02	3.242625e+04	-3.216298e+04	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	6.553634e-15	-2.207079e-19	5.819550e-15
2.583170e+00	9.999900e-01	9.678353e-04	4.189142e-03	1.267853e-03	3.334602e-01	-6.907426e-03	-6.754307e-03	-9.203462e-03	-5.534169e-01	4.169778e-02	8.001794e-04	2.072800e-02	4.169778e-02	3.876232e+02	3.241376e+04	-3.215265e+04	3.876232e+02	3.241376e+04	-3.215265e+04	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-3.253677e-15	9.455530e-15	8.250090e-17
2.598826e+00	9.999891e-01	9.739662e-04	4.281379e-03	1.573195e-03	3.722259e-01	-8.847978e-03	-6.693636e-03	-1.075809e-02	-5.689613e-01	3.899890e-02	6.312559e-04	1.182062e-02	3.899890e-02	4.435896e+02	3.240159e+04	-3.214225e+04	4.435896e+02	3.240159e+04	-3.214225e+04	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	6.638090e-15	8.375576e-19	-5.654548e-15
2.614481e+00	9.999885e-01	9.785957e-04	4.303450e-03	1.850490e-03	4.022289e-01	-1.039819e-02	-6.417644e-03	-1.198418e-02	-5.727707e-01	3.542396e-02	4.434802e-04	2.853611e-03	3.542396e-02	4.857131e+02	3.239075e+04	-3.213273e+04	4.857131e+02	3.239075e+04	-3.213273e+04	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.652986e-14	-9.453855e-15	-8.474112e-17
2.630137e+00	9.999883e-01	9.816191e-04	4.256311e-03	2.093728e-03	4.229516e-01	-1.146062e-02	-5.993074e-03	-1.283999e-02	-5.650115e-01	3.108094e-02	2.428760e-04	-5.991936e-03	3.108094e-02	5.133093e+02	3.238212e+04	-3.212494e+04	5.133093e+02	3.238212e+04	-3.212494e+04	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	6.722618e-15	-1.344731e-18	5.485066e-15
2.645793e+00	9.999883e-01	9.829842e-04	4.142288e-03	2.297867e-03	4.340894e-01	-1.196953e-02	-5.480943e-03	-1.329607e-02	-5.460776e-01	2.609355e-02	3.586164e-05	-1.454108e-02	2.609355e-02	5.260197e+02	3.237636e+04	-3.211950e+04	5.260197e+02	3.237636e+04	-3.211950e+04	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-3.084621e-15	9.451166e-15	8.155742e-17
2.661448e+00	9.999886e-01	9.826921e-04	3.964998e-03	2.458933e-03	4.355509e-01	-1.189594e-02	-4.931809e-03	-1.333715e-02	-5.165754e-01	2.059795e-02	-1.709830e-04	-2.262836e-02	2.059795e-02	5.238088e+02	3.237386e+04	-3.211680e+04	5.238088e+02	3.237386e+04	-3.211680e+04	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	6.807176e-15	1.699755e-18	-5.321951e-15
2.677104e+00	9.999893e-01	9.807965e-04	3.729257e-03	2.574087e-03	4.274555e-01	-1.124988e-02	-4.382616e-03	-1.296330e-02	-4.773072e-01	1.473920e-02	-3.711603e-04	-3.010090e-02	1.473920e-02	5.069578e+02	3.237475e+04	-3.211698e+04	5.069578e+02	3.237475e+04	-3.211698e+04	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.669897e-14	-9.447766e-15	-7.341565e-17
2.692759e+00	9.999901e-01	9.774002e-04	3.440954e-03	2.641669e-03	4.101268e-01	-1.007960e-02	-3.855244e-03	-1.219035e-02	-4.292508e-01	8.667647e-03	-5.584982e-04	-3.682112e-02	8.667647e-03	4.760528e+02	3.237884e+04	-3.211987e+04	4.760528e+02	3.237884e+04	-3.211987e+04	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	6.891609e-15	-1.876468e-18	5.175120e-15
2.708415e+00	9.999912e-01	9.726507e-04	3.106918e-03	2.661209e-03	3.840830e-01	-8.467710e-03	-3.356727e-03	-1.104942e-02	-3.735377e-01	2.535174e-03	-7.273788e-04	-4.266914e-02	2.535174e-03	4.319692e+02	3.238572e+04	-3.212510e+04	4.319692e+02	3.238572e+04	-3.212510e+04	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-2.915754e-15	9.444013e-15	6.115460e-17
2.724070e+00	9.999923e-01	9.667331e-04	2.734758e-03	2.633408e-03	3.500247e-01	-6.524740e-03	-2.880968e-03	-9.585533e-03	-3.114286e-01	-3.508420e-03	-8.729414e-04	-4.754482e-02	-3.508420e-03	3.758519e+02	3.239472e+04	-3.213206e+04	3.758519e+02	3.239472e+04	-3.213206e+04	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	6.976229e-15	1.866594e-18	-5.052811e-15
